Freq (-1°C),Resistivity (-1°C),Freq (-2°C),Resistivity (-2°C),Freq (-3°C),Resistivity (-3°C),Freq (-5°C),Resistivity (-5°C),Freq (-7.5°C),Resistivity (-7.5°C),Freq (-10°C),Resistivity (-10°C)
51.65862675900148,3872.5764492161725,58.00007717396944,6918.309709189362,58.00007717396944,10864.256236170644,41.41358785742324,23768.402866248736,30.51907936274005,43651.58322401656,26.33731078764232,75162.28940182044
52.205262725798136,3837.0724549227884,63.76339442980017,7585.775750291836,59.86084693840019,11803.2063565173,41.85181392066283,23550.49283896009,30.842023031587917,43251.383103500884,26.33731078764232,81658.23713585922
55.608714689952436,3531.8316979195697,64.43811938760781,7516.228940182053,60.49427631878409,11694.9939101987,42.742226643377734,21677.041048196963,32.16833415422666,47424.198526024484,26.6160042459952,74473.19739059889
56.197149292727914,3499.4516702835726,67.92036326171842,6918.309709189362,65.80906406014495,10864.256236170644,43.19451196046997,21478.304741305332,32.50872973854344,46989.410860521515,27.469904074479135,81658.23713585922
61.78131428057441,3837.0724549227884,68.63907600663822,6854.882264526613,66.5054356753705,10764.65213629835,46.01052013467844,23550.49283896009,32.852727285997844,43251.383103500884,27.76058229249715,76559.66069112568
62.43506546562393,3801.8939632056126,75.45956298610855,7516.228940182053,68.63907600663822,11694.9939101987,46.49738954516377,23334.580622810045,33.20036491147457,42854.85203974392,27.76058229249715,80909.58991783812
65.80906406014495,3499.4516702835726,76.2580532626581,7447.319739059888,69.36539395248604,11587.773561551263,46.98941086052156,21478.304741305332,34.62809269744552,46989.410860521515,27.76058229249715,74473.19739059889
66.5054356753705,3467.3685045253164,78.70457896950984,6854.882264526613,74.66943361958056,10764.65213629835,47.48663859665121,21281.390459827133,34.99451670283573,46558.60935229591,28.05433637951713,73790.42301291015
74.66943361958056,3801.8939632056126,79.537407023903,6792.036326171843,75.45956298610855,10665.961212302589,50.05282236996434,23334.580622810045,35.36481809624438,42854.85203974392,28.05433637951713,77268.05850957021
75.45956298610855,3767.0379898390893,86.52524887529826,7447.319739059888,77.88047137249819,11587.773561551263,50.582466200311394,23120.64790175594,35.739037907018954,42461.9563946313,28.351198883454746,77268.05850957021
78.70457896950984,3467.3685045253164,87.4408328936641,7379.042301291008,78.70457896950984,11481.536214968839,51.65862675900148,21281.390459827133,37.2759372031494,46558.60935229591,28.651202696637803,74473.19739059889
79.537407023903,3435.5794789987463,90.24612671313845,6792.036326171843,81.22959459025533,10665.961212302589,52.205262725798136,21086.281499332887,37.67037989839089,46131.75745603791,28.651202696637803,73790.42301291015
87.4408328936641,3435.5794789987463,91.20108393559097,6729.766562843175,82.08914159638253,10568.175092136584,53.880122125259845,23120.64790175594,37.67037989839089,42461.9563946313,28.95438105945083,80909.58991783812
88.36610534523969,3404.081897010009,99.21365028724743,7379.042301291008,85.61925184354888,11481.536214968839,54.450265284242114,22908.676527677744,38.06899646695395,42072.66283844446,29.260767564018007,75162.28940182044
92.16614622659245,3767.0379898390893,100.26349913238232,7311.390834834172,86.52524887529826,11376.27285823431,55.02644152572146,21086.281499332887,39.29033342096272,46131.75745603791,29.260767564018007,80167.8063387679
93.14142051492259,3732.5015779572063,103.48017222579855,6729.766562843175,89.30116875009554,10568.175092136584,55.608714689952436,20892.96130854041,39.706091847827736,45708.818961487515,29.57039615792526,75162.28940182044
107.9301690128147,3404.081897010009,104.57516811589107,6668.067692136218,90.24612671313845,10471.285480508985,58.00007717396944,22908.676527677744,39.706091847827736,42072.66283844446,29.88330114798156,73790.42301291015
109.07225342322866,3372.8730865886887,112.5715306862486,7311.390834834172,93.14142051492259,11376.27285823431,58.613816451402876,22698.64851883821,40.12624970464053,41686.93834703355,29.88330114798156,74473.19739059889
112.5715306862486,3732.5015779572063,113.7627285823431,7244.359600749898,94.12701486084882,11271.974561755093,58.613816451402876,20892.96130854041,41.41358785742324,45708.818961487515,30.51907936274005,72443.59600749906
113.7627285823431,3698.2817978026624,117.41248658232323,6668.067692136218,98.17479430199845,10471.285480508985,59.23405013227538,20701.413487910413,41.85181392066283,41686.93834703355,30.51907936274005,80167.8063387679
130.4453407069468,3372.8730865886887,118.65491000980519,6606.934480075957,99.21365028724743,10375.284158180126,62.43506546562393,22698.64851883821,41.85181392066283,45289.75799036204,30.842023031587917,79432.82347242821
131.82567385564073,3341.9504002611425,126.3904574516507,7244.359600749898,101.32445716052227,11271.974561755093,63.095734448019336,20701.413487910413,42.294677159584076,41304.7501990161,31.831502817259867,79432.82347242821
137.49462291598647,3698.2817978026624,127.72788305193379,7177.9429127136145,102.3966419256822,11168.632477805611,63.095734448019336,22490.546058357824,43.651583224016605,41304.7501990161,31.831502817259867,72443.59600749906
138.94954943731372,3664.375746478333,130.4453407069468,6606.934480075957,107.9301690128147,10375.284158180126,63.76339442980017,20511.621788255667,43.651583224016605,45289.75799036204,32.16833415422666,78704.57896950985
152.75660582380732,3341.9504002611425,131.82567385564073,6546.361740672747,109.07225342322866,10280.162981264746,67.20917608444559,22490.546058357824,44.11349107745574,40926.065973001096,32.16833415422666,71779.42912713616
154.37303003304197,3311.311214825911,138.94954943731372,7177.9429127136145,111.39280570149634,11168.632477805611,67.92036326171842,22284.35149270303,44.11349107745574,44874.538993313225,33.20036491147457,78704.57896950985
159.32565562813267,3664.375746478333,140.4198715511201,7112.135136533288,112.5715306862486,11066.237839776675,68.63907600663822,20511.621788255667,46.01052013467844,44874.538993313225,33.5516811331785,71779.42912713616
161.0115915359164,3630.780547701014,143.4073559260656,6546.361740672747,116.18307244348377,10280.162981264746,69.36539395248604,20323.57010936221,46.49738954516377,40926.065973001096,33.5516811331785,77983.01105232578
175.1574328449787,3311.311214825911,144.92484920009525,6486.344335482388,117.41248658232323,10185.91388054117,72.34834009162792,22284.35149270303,46.49738954516377,44463.126746910835,33.906714876902456,71121.35136533294
177.01089583174218,3280.9529311311903,154.37303003304197,7112.135136533288,119.91048038628796,11066.237839776675,73.11390834834172,22080.047330189012,46.98941086052156,40550.85354483843,34.99451670283573,71121.35136533294
180.7768676963434,3630.780547701014,156.00655875445216,7046.930689671467,121.17933682881012,10964.78196143185,73.88757761684029,20323.57010936221,48.49693428528198,44463.126746910835,34.99451670283573,77983.01105232578
182.68979384338695,3597.4933515574235,157.65737298281323,6486.344335482388,123.75747175617711,10185.91388054117,74.66943361958056,20137.242498623895,49.01011417841744,40550.85354483843,35.36481809624438,70469.30689671467
200.84320488392075,3280.9529311311903,159.32565562813267,6426.877173170194,125.06703589804536,10092.528860766834,77.06499292185063,22080.047330189012,49.01011417841744,44055.486350655345,35.36481809624438,77268.05850957021
202.9684669430235,3250.872973854344,166.17719675320348,7046.930689671467,127.72788305193379,10964.78196143185,77.88047137249819,20137.242498623895,49.52872438599644,40179.081084894,36.885624677028815,70469.30689671467
207.28669567305195,3597.4933515574235,167.93563359726673,6982.324040771711,129.07946088548147,10864.256236170644,77.88047137249819,21877.616239495517,50.05282236996434,40179.081084894,36.885624677028815,77268.05850957021
209.48014080317387,3564.5113342624422,171.50852592245135,6426.877173170194,131.82567385564073,10092.528860766834,78.70457896950984,19952.62314968879,50.582466200311394,39810.71705534969,37.2759372031494,76559.66069112568
230.29563914507276,3250.872973854344,173.32337727958998,6367.955209079161,133.22061327230145,10000.0,80.37904781292056,21877.616239495517,51.11771456150691,44055.486350655345,37.2759372031494,69823.24040771718
232.7325579571118,3221.0687912834346,182.68979384338695,6982.324040771711,136.05493078146372,10864.256236170644,81.22959459025533,19952.62314968879,51.65862675900148,43651.58322401656,38.06899646695395,69823.24040771718
237.68402866248758,3564.5113342624422,184.6229619964497,6918.309709189362,137.49462291598647,10764.65213629835,81.22959459025533,21677.041048196963,52.75768302909273,39810.71705534969,38.47183107550393,69183.09709189362
240.1991291781514,3531.8316979195697,186.57658635031834,6367.955209079161,138.94954943731372,10000.0,82.08914159638253,19769.696401118617,53.315948876984876,39445.73020752785,38.47183107550393,76559.66069112568
261.30207419916957,3221.0687912834346,188.5508833663235,6309.57344480193,140.4198715511201,9908.319448927676,84.72274141405963,21677.041048196963,53.880122125259845,43651.58322401656,38.87892835806441,75857.75750291835
264.0670937306061,3191.537855100761,196.65920795761204,6918.309709189362,143.4073559260656,10764.65213629835,85.61925184354888,19769.696401118617,54.450265284242114,43251.383103500884,39.706091847827736,75857.75750291835
269.68521820076165,3531.8316979195697,198.7401962264811,6854.882264526613,144.92484920009525,10665.961212302589,85.61925184354888,21478.304741305332,54.450265284242114,39445.73020752785,39.706091847827736,69183.09709189362
272.5389456269608,3499.4516702835726,198.7401962264811,6309.57344480193,148.00817863021098,9908.319448927676,86.52524887529826,19588.44673505989,55.02644152572146,39084.08957924025,40.12624970464053,68548.82264526619
287.2669836716056,3191.537855100761,200.84320488392075,6251.726927756862,149.57435641880724,9817.479430199843,89.30116875009554,21478.304741305332,56.197149292727914,43251.383103500884,40.12624970464053,75162.28940182044
290.3067560232916,3162.277660168379,211.69679630636497,6854.882264526613,152.75660582380732,10665.961212302589,90.24612671313845,19588.44673505989,56.79181053252742,42854.85203974392,40.97995041447302,75162.28940182044
296.4831389524342,3499.4516702835726,213.9369077877743,6251.726927756862,154.37303003304197,10568.175092136584,90.24612671313845,21281.390459827133,56.79181053252742,39084.08957924025,40.97995041447302,68548.82264526619
299.6204338723372,3467.3685045253164,213.9369077877743,6792.036326171843,157.65737298281323,9817.479430199843,91.20108393559097,19408.85877592779,57.39276429774088,38725.764492161725,41.41358785742324,67920.36326171843
315.811958862915,3162.277660168379,216.20072345147045,6194.410750767812,159.32565562813267,9727.47223776965,94.12701486084882,21281.390459827133,58.00007717396944,42854.85203974392,41.41358785742324,74473.19739059889
319.15378551007615,3133.2857243155854,223.13691714031447,6792.036326171843,162.71536750764938,10568.175092136584,95.12303846809995,19408.85877592779,58.613816451402876,42461.9563946313,42.294677159584076,74473.19739059889
325.9438995935305,3467.3685045253164,225.49808452089644,6729.766562843175,164.43717232149322,10471.285480508985,95.12303846809995,21086.281499332887,58.613816451402876,38725.764492161725,42.294677159584076,67920.36326171843
329.39293937360407,3435.5794789987463,225.49808452089644,6194.410750767812,167.93563359726673,9727.47223776965,96.12960169596555,19230.917289101573,59.23405013227538,38370.72454922784,42.742226643377734,73790.42301291015
343.55794789987465,3133.2857243155854,227.88423706068284,6137.620051647946,169.71267768826263,9638.290236239704,99.21365028724743,21086.281499332887,60.49427631878409,42461.9563946313,42.742226643377734,67297.66562843182
347.19337421263833,3104.5595881283557,235.1952635070959,6729.766562843175,171.50852592245135,10471.285480508985,100.26349913238232,19230.917289101573,61.13440845732221,38370.72454922784,44.11349107745574,73790.42301291015
347.19337421263833,3435.5794789987463,237.68402866248758,6137.620051647946,173.32337727958998,10375.284158180126,100.26349913238232,20892.96130854041,61.13440845732221,42072.66283844446,44.11349107745574,67297.66562843182
350.8672695072912,3404.081897010009,237.68402866248758,6668.067692136218,175.1574328449787,9638.290236239704,101.32445716052227,19054.60717963248,61.78131428057441,38018.93963205612,44.580286700119046,73113.90834834172
362.1238615368022,3404.081897010009,240.1991291781514,6081.350012787177,177.01089583174218,9549.925860214358,104.57516811589107,19054.60717963248,63.095734448019336,42072.66283844446,44.580286700119046,66680.67692136219
365.95574673334016,3372.8730865886887,250.5285027199203,6081.350012787177,180.7768676963434,10375.284158180126,104.57516811589107,20892.96130854041,63.76339442980017,38018.93963205612,45.528748683996575,66680.67692136219
369.8281797802663,3104.5595881283557,250.5285027199203,6668.067692136218,182.68979384338695,10280.162981264746,105.68175092136585,18879.913490962925,63.76339442980017,41686.93834703355,45.528748683996575,73113.90834834172
373.74158974267095,3076.096814740708,253.1795195758913,6025.595860743581,184.6229619964497,9549.925860214358,105.68175092136585,20701.413487910413,64.43811938760781,37670.37989839093,46.01052013467844,66069.34480075965
393.9386310863708,3372.8730865886887,253.1795195758913,6606.934480075957,186.57658635031834,9462.37161365793,109.07225342322866,20701.413487910413,65.80906406014495,41686.93834703355,46.01052013467844,72443.59600749906
398.1071705534973,3341.9504002611425,264.0670937306061,6606.934480075957,190.54607179632484,10280.162981264746,109.07225342322866,18879.913490962925,66.5054356753705,37670.37989839093,47.48663859665121,66069.34480075965
402.3198202446984,3076.096814740708,266.8613718625824,6546.361740672747,190.54607179632484,9462.37161365793,110.22642302550722,20511.621788255667,66.5054356753705,41304.7501990161,47.48663859665121,72443.59600749906
406.5770469210271,3047.8949896279833,266.8613718625824,6025.595860743581,192.56237270694734,10185.91388054117,110.22642302550722,18706.821403658014,67.20917608444559,37325.01577957206,47.98912784632294,65463.61740672748
428.5485203974392,3341.9504002611425,269.68521820076165,5970.352865838367,192.56237270694734,9375.6200692588,112.5715306862486,18706.821403658014,68.63907600663822,41304.7501990161,47.98912784632294,71779.42912713616
433.08329124722604,3311.311214825911,281.28259312472807,5970.352865838367,196.65920795761204,10185.91388054117,113.7627285823431,20511.621788255667,69.36539395248604,37325.01577957206,49.01011417841744,65463.61740672748
433.08329124722604,3047.8949896279833,281.28259312472807,6546.361740672747,198.7401962264811,10092.528860766834,113.7627285823431,18535.316234148104,69.36539395248604,40926.065973001096,49.52872438599644,71779.42912713616
437.66604767083084,3019.9517204020162,284.2590404653265,5915.616341754743,198.7401962264811,9375.6200692588,114.96653137435585,20323.57010936221,70.09939757519828,36982.81797802659,49.52872438599644,64863.44335482388
461.31757456037906,3311.311214825911,284.2590404653265,6486.344335482388,200.84320488392075,9289.663867799363,117.41248658232323,20323.57010936221,70.84116820228343,40926.065973001096,50.05282236996434,71121.35136533294
466.1990976319572,3019.9517204020162,296.4831389524342,6486.344335482388,205.11621788255667,10092.528860766834,117.41248658232323,18535.316234148104,71.59078802183295,40550.85354483843,50.582466200311394,64863.44335482388
466.1990976319572,3280.9529311311903,296.4831389524342,5915.616341754743,207.28669567305195,9289.663867799363,118.65491000980519,18365.383433483476,71.59078802183295,36982.81797802659,51.11771456150691,71121.35136533294
471.13227550450597,2992.264636608189,299.6204338723372,6426.877173170194,207.28669567305195,10000.0,118.65491000980519,20137.242498623895,72.34834009162792,36643.75746478333,51.11771456150691,64268.77173170194
491.39255404057155,3280.9529311311903,299.6204338723372,5861.381645140285,209.48014080317387,9204.495717531712,122.4616199265049,18365.383433483476,73.88757761684029,40550.85354483843,51.65862675900148,70469.30689671467
496.5923214503358,3250.872973854344,309.2329149468532,6426.877173170194,213.9369077877743,10000.0,122.4616199265049,20137.242498623895,74.66943361958056,40179.081084894,52.205262725798136,64268.77173170194
496.5923214503358,2992.264636608189,312.5051241407969,6367.955209079161,216.20072345147045,9908.319448927676,123.75747175617711,18197.008586099826,74.66943361958056,36643.75746478333,52.75768302909273,63679.55209079162
501.8471112264212,2964.8313895243423,312.5051241407969,5861.381645140285,218.48849412794186,9204.495717531712,123.75747175617711,19952.62314968879,75.45956298610855,36307.80547701017,52.75768302909273,70469.30689671467
517.9474679231213,3250.872973854344,315.811958862915,5807.644175213124,220.80047330189012,9120.108393559096,127.72788305193379,18197.008586099826,76.2580532626581,40179.081084894,53.315948876984876,69823.24040771718
523.4282314013855,2964.8313895243423,325.9438995935305,5807.644175213124,223.13691714031447,9908.319448927676,127.72788305193379,19952.62314968879,77.06499292185063,39810.71705534969,53.880122125259845,63679.55209079162
523.4282314013855,3221.0687912834346,325.9438995935305,6367.955209079161,225.49808452089644,9817.479430199843,129.07946088548147,18030.1774085957,77.06499292185063,36307.80547701017,54.450265284242114,69823.24040771718
528.966990661394,2937.6496519615307,329.39293937360407,6309.57344480193,225.49808452089644,9120.108393559096,129.07946088548147,19769.696401118617,77.88047137249819,35974.93351557424,54.450265284242114,63095.7344480193
545.9374126084599,3221.0687912834346,329.39293937360407,5754.399373371566,227.88423706068284,9036.494737223014,131.82567385564073,18030.1774085957,77.88047137249819,39810.71705534969,55.02644152572146,69183.09709189362
551.7143572172266,2937.6496519615307,336.40089521864104,5754.399373371566,232.7325579571118,9817.479430199843,131.82567385564073,19769.696401118617,78.70457896950984,39445.73020752785,55.608714689952436,63095.7344480193
551.7143572172266,3191.537855100761,336.40089521864104,6309.57344480193,235.1952635070959,9727.47223776965,133.22061327230145,19588.44673505989,79.537407023903,35974.93351557424,56.197149292727914,69183.09709189362
557.5524317068948,2910.7171180666055,339.96058776422444,5701.642722807478,235.1952635070959,9036.494737223014,133.22061327230145,17864.875748520495,80.37904781292056,39445.73020752785,56.197149292727914,62517.269277568616
575.4399373371566,3191.537855100761,339.96058776422444,6251.726927756862,237.68402866248758,8953.647655495937,136.05493078146372,17864.875748520495,80.37904781292056,35645.11334262439,56.79181053252742,68548.82264526619
581.5290687410399,2910.7171180666055,350.8672695072912,5701.642722807478,240.1991291781514,8953.647655495937,136.05493078146372,19588.44673505989,81.22959459025533,39084.08957924025,57.39276429774088,62517.269277568616
581.5290687410399,3162.277660168379,350.8672695072912,6251.726927756862,240.1991291781514,9727.47223776965,137.49462291598647,19408.85877592779,82.08914159638253,35645.11334262439,58.00007717396944,68548.82264526619
587.6826334920852,2884.0315031266055,354.580040850966,6194.410750767812,242.74084372690538,9638.290236239704,137.49462291598647,17701.08958317422,82.95778406900162,39084.08957924025,58.00007717396944,61944.10750767811
612.9549709319435,3162.277660168379,354.580040850966,5649.369748123022,242.74084372690538,8871.560120379607,141.90575216890926,19408.85877592779,82.95778406900162,35318.3169791957,58.613816451402876,67920.36326171843
612.9549709319435,2884.0315031266055,369.8281797802663,6194.410750767812,247.90524439032015,9638.290236239704,141.90575216890926,17701.08958317422,83.83561825358852,38725.764492161725,59.23405013227538,61944.10750767811
619.4410750767811,2857.5905433749463,369.8281797802663,5649.369748123022,250.5285027199203,9549.925860214358,143.4073559260656,19230.917289101573,84.72274141405963,35318.3169791957,59.86084693840019,61376.200516479454
619.4410750767811,3133.2857243155854,373.74158974267095,5597.576014951104,250.5285027199203,8871.560120379607,143.4073559260656,17538.805018417603,85.61925184354888,34994.51670283576,59.86084693840019,67920.36326171843
646.0791327311771,3133.2857243155854,373.74158974267095,6137.620051647946,253.1795195758913,8790.225168308842,146.45840012906075,19230.917289101573,85.61925184354888,38725.764492161725,60.49427631878409,67297.66562843182
646.0791327311771,2857.5905433749463,381.6930794235107,6137.620051647946,258.5660069044591,9549.925860214358,146.45840012906075,17538.805018417603,86.52524887529826,38370.72454922784,61.13440845732221,61376.200516479454
652.9157467394288,3104.5595881283557,381.6930794235107,5597.576014951104,261.30207419916957,9462.37161365793,148.00817863021098,17378.00828749376,87.4408328936641,34994.51670283576,61.78131428057441,67297.66562843182
652.9157467394288,2831.3919957993785,385.73204016599493,6081.350012787177,261.30207419916957,8790.225168308842,148.00817863021098,19054.60717963248,88.36610534523969,34673.685045253165,61.78131428057441,60813.50012787176
673.862716803094,3104.5595881283557,385.73204016599493,5546.257129579104,264.0670937306061,8709.635899560804,152.75660582380732,17378.00828749376,88.36610534523969,38370.72454922784,62.43506546562393,66680.67692136219
680.9933282962405,2831.3919957993785,398.1071705534973,5546.257129579104,266.8613718625824,9462.37161365793,152.75660582380732,19054.60717963248,89.30116875009554,38018.93963205612,63.095734448019336,66680.67692136219
680.9933282962405,3076.096814740708,398.1071705534973,6081.350012787177,269.68521820076165,9375.6200692588,154.37303003304197,18879.913490962925,90.24612671313845,34673.685045253165,63.095734448019336,60813.50012787176
688.1993937639099,2805.433637951713,402.3198202446984,5495.408738576248,269.68521820076165,8709.635899560804,154.37303003304197,17218.68574986006,90.24612671313845,38018.93963205612,63.76339442980017,66069.34480075965
702.8410887961423,3076.096814740708,402.3198202446984,6025.595860743581,272.5389456269608,8629.7854776697,157.65737298281323,17218.68574986006,91.20108393559097,37670.37989839093,63.76339442980017,60255.95860743581
702.8410887961423,2805.433637951713,410.879322282659,6025.595860743581,278.3373118598219,8629.7854776697,159.32565562813267,18879.913490962925,91.20108393559097,34355.79478998743,65.11998408088218,60255.95860743581
710.2783406586597,3047.8949896279833,410.879322282659,5495.408738576248,278.3373118598219,9375.6200692588,159.32565562813267,17060.823890031243,93.14142051492259,37670.37989839093,65.11998408088218,66069.34480075965
710.2783406586597,2779.713267759288,415.2271230211598,5445.026528424209,281.28259312472807,8550.667128846831,161.0115915359164,18706.821403658014,93.14142051492259,34355.79478998743,65.80906406014495,65463.61740672748
733.0656286249049,3047.8949896279833,415.2271230211598,5970.352865838367,281.28259312472807,9289.663867799363,162.71536750764938,17060.823890031243,94.12701486084882,37325.01577957206,65.80906406014495,59703.52865838366
740.8227074279903,2779.713267759288,424.06123266943484,5445.026528424209,287.2669836716056,8550.667128846831,164.43717232149322,16904.409316432633,94.12701486084882,34040.81897010009,67.20917608444559,59703.52865838366
740.8227074279903,3019.9517204020162,428.5485203974392,5970.352865838367,287.2669836716056,9289.663867799363,164.43717232149322,18706.821403658014,96.12960169596555,34040.81897010009,67.20917608444559,65463.61740672748
748.6618692932303,2754.228703338166,428.5485203974392,5395.1062251512785,290.3067560232916,8472.274141405964,166.17719675320348,18535.316234148104,97.14681607152374,33728.73086588692,67.92036326171842,64863.44335482388
772.6805850957021,3019.9517204020162,433.08329124722604,5915.616341754743,290.3067560232916,9204.495717531712,167.93563359726673,18535.316234148104,97.14681607152374,37325.01577957206,67.92036326171842,59156.163417547425
772.6805850957021,2754.228703338166,442.29729743708435,5395.1062251512785,296.4831389524342,8472.274141405964,167.93563359726673,16904.409316432633,98.17479430199845,36982.81797802659,69.36539395248604,59156.163417547425
780.8568573885999,2992.264636608189,442.29729743708435,5915.616341754743,296.4831389524342,9204.495717531712,169.71267768826263,16749.42876026438,99.21365028724743,33728.73086588692,69.36539395248604,64863.44335482388
780.8568573885999,2728.9777828080405,446.97755368787455,5861.381645140285,299.6204338723372,8394.599865193974,169.71267768826263,18365.383433483476,100.26349913238232,36982.81797802659,70.09939757519828,64268.77173170194
805.9084590652486,2992.264636608189,446.97755368787455,5345.643593969714,299.6204338723372,9120.108393559096,173.32337727958998,16749.42876026438,100.26349913238232,33419.50400261143,70.09939757519828,58613.81645140285
805.9084590652486,2728.9777828080405,456.4871654176343,5345.643593969714,305.9949687207196,9120.108393559096,173.32337727958998,18365.383433483476,101.32445716052227,36643.75746478333,71.59078802183295,64268.77173170194
814.4363386723841,2703.9583641088434,461.31757456037906,5861.381645140285,305.9949687207196,8394.599865193974,175.1574328449787,18197.008586099826,102.3966419256822,33419.50400261143,71.59078802183295,58613.81645140285
