TEM,f (Hz),I (A),NA (m2),Gain,Gate,Vsys (mV),N (%),Time (s),V (mV/Am2),b (mV/Am2),N (mV/Am2)
47,285,3.0,31.42,2,1,6488.667,0.06,6.813E-06,3.304E-01,5.1E-07,2.1E-04
47,285,3.0,31.42,2,2,6020.667,0.05,8.688E-06,3.066E-01,5.1E-07,1.6E-04
47,285,3.0,31.42,2,3,5342.667,0.05,1.113E-05,2.721E-01,5.1E-07,1.3E-04
47,285,3.0,31.42,2,4,4543.333,0.05,1.419E-05,2.314E-01,5.1E-07,1.1E-04
47,285,3.0,31.42,2,5,3595.667,0.04,1.807E-05,1.831E-01,5.1E-07,7.8E-05
47,285,3.0,31.42,2,6,2647.000,0.04,2.306E-05,1.348E-01,5.1E-07,5.2E-05
47,285,3.0,31.42,2,7,1794.000,0.06,2.944E-05,9.136E-02,5.1E-07,5.2E-05
47,285,3.0,31.42,2,8,1127.333,0.05,3.756E-05,5.741E-02,5.1E-07,3.0E-05
47,285,3.0,31.42,2,9,655.833,0.05,4.794E-05,3.340E-02,5.1E-07,1.6E-05
47,285,3.0,31.42,2,10,357.200,0.06,6.113E-05,1.819E-02,5.1E-07,1.1E-05
47,285,3.0,31.42,2,11,182.500,0.05,7.794E-05,9.293E-03,5.1E-07,5.6E-06
47,285,3.0,31.42,2,12,88.510,0.06,9.938E-05,4.507E-03,5.1E-07,3.1E-06
47,285,3.0,31.42,2,13,40.640,0.07,1.267E-04,2.070E-03,5.1E-07,1.9E-06
47,285,3.0,31.42,2,14,15.670,0.16,1.664E-04,7.980E-04,5.1E-07,1.8E-06
47,285,3.0,31.42,2,15,7.317,0.39,2.060E-04,3.726E-04,5.1E-07,2.0E-06
47,285,3.0,31.42,2,16,2.920,0.18,2.628E-04,1.487E-04,5.1E-07,7.7E-07
47,285,3.0,31.42,2,17,1.180,0.61,3.352E-04,6.011E-05,5.1E-07,8.7E-07
47,285,3.0,31.42,2,18,0.477,2.19,4.277E-04,2.430E-05,5.1E-07,1.0E-06
47,285,3.0,31.42,2,19,0.206,9.35,5.456E-04,1.049E-05,5.1E-07,1.5E-06
47,285,3.0,31.42,2,20,0.098,5.22,6.959E-04,4.971E-06,5.1E-07,7.7E-07
47,75,3.0,31.42,5,1,9719.333,0.12,3.525E-05,6.187E-02,6.4E-08,7.3E-05
47,75,3.0,31.42,5,2,6199.667,0.12,4.275E-05,3.946E-02,6.4E-08,4.8E-05
47,75,3.0,31.42,5,3,3830.000,0.13,5.250E-05,2.438E-02,6.4E-08,3.2E-05
47,75,3.0,31.42,5,4,2230.000,0.13,6.475E-05,1.419E-02,6.4E-08,1.9E-05
47,75,3.0,31.42,5,5,1225.667,0.12,8.025E-05,7.802E-03,6.4E-08,9.8E-06
47,75,3.0,31.42,5,6,631.033,0.13,1.003E-04,4.017E-03,6.4E-08,5.5E-06
47,75,3.0,31.42,5,7,306.000,0.12,1.258E-04,1.948E-03,6.4E-08,2.4E-06
47,75,3.0,31.42,5,8,140.400,0.17,1.583E-04,8.937E-04,6.4E-08,1.6E-06
47,75,3.0,31.42,5,9,60.870,0.46,1.998E-04,3.875E-04,6.4E-08,1.9E-06
47,75,3.0,31.42,5,10,25.477,0.83,2.525E-04,1.622E-04,6.4E-08,1.4E-06
