TEM,f (Hz),I (A),NA (m2),Gain,Gate,Vsys (mV),N (%),Time (s),V (mV/Am2),b (mV/Am2),N (mV/Am2)
47,285,3.0,31.42,2,1,9502.667,0.01,6.813E-06,4.839E-01,5.1E-07,3.9E-05
47,285,3.0,31.42,2,2,5515.667,0.83,8.688E-06,2.809E-01,5.1E-07,2.3E-03
47,285,3.0,31.42,2,3,1790.333,0.03,1.113E-05,9.117E-02,5.1E-07,3.1E-05
47,285,3.0,31.42,2,4,983.000,0.09,1.419E-05,5.006E-02,5.1E-07,4.6E-05
47,285,3.0,31.42,2,5,577.533,0.10,1.807E-05,2.941E-02,5.1E-07,2.9E-05
47,285,3.0,31.42,2,6,371.733,0.09,2.306E-05,1.893E-02,5.1E-07,1.8E-05
47,285,3.0,31.42,2,7,250.733,0.06,2.944E-05,1.277E-02,5.1E-07,8.3E-06
47,285,3.0,31.42,2,8,177.867,0.09,3.756E-05,9.058E-03,5.1E-07,8.3E-06
47,285,3.0,31.42,2,9,130.100,0.08,4.794E-05,6.625E-03,5.1E-07,5.7E-06
47,285,3.0,31.42,2,10,97.420,0.08,6.113E-05,4.961E-03,5.1E-07,4.4E-06
47,285,3.0,31.42,2,11,73.093,0.05,7.794E-05,3.722E-03,5.1E-07,2.3E-06
47,285,3.0,31.42,2,12,54.747,0.09,9.938E-05,2.788E-03,5.1E-07,2.9E-06
47,285,3.0,31.42,2,13,40.167,0.05,1.267E-04,2.045E-03,5.1E-07,1.6E-06
47,285,3.0,31.42,2,14,27.317,0.11,1.664E-04,1.391E-03,5.1E-07,2.1E-06
47,285,3.0,31.42,2,15,19.667,0.03,2.060E-04,1.001E-03,5.1E-07,8.0E-07
47,285,3.0,31.42,2,16,12.997,0.14,2.628E-04,6.618E-04,5.1E-07,1.5E-06
47,285,3.0,31.42,2,17,8.209,0.17,3.352E-04,4.180E-04,5.1E-07,1.2E-06
47,285,3.0,31.42,2,18,5.018,0.20,4.277E-04,2.555E-04,5.1E-07,1.0E-06
47,285,3.0,31.42,2,19,3.030,0.11,5.456E-04,1.543E-04,5.1E-07,6.9E-07
47,285,3.0,31.42,2,20,1.842,0.36,6.959E-04,9.380E-05,5.1E-07,8.5E-07
47,75,3.0,31.42,5,1,1449.000,0.14,3.525E-05,9.223E-03,6.4E-08,1.3E-05
47,75,3.0,31.42,5,2,1136.000,0.18,4.275E-05,7.231E-03,6.4E-08,1.3E-05
47,75,3.0,31.42,5,3,890.867,0.14,5.250E-05,5.671E-03,6.4E-08,8.0E-06
47,75,3.0,31.42,5,4,703.233,0.14,6.475E-05,4.476E-03,6.4E-08,6.1E-06
47,75,3.0,31.42,5,5,553.467,0.11,8.025E-05,3.523E-03,6.4E-08,3.9E-06
47,75,3.0,31.42,5,6,430.267,0.13,1.003E-04,2.739E-03,6.4E-08,3.6E-06
47,75,3.0,31.42,5,7,328.233,0.12,1.258E-04,2.089E-03,6.4E-08,2.6E-06
47,75,3.0,31.42,5,8,244.733,0.10,1.583E-04,1.558E-03,6.4E-08,1.7E-06
47,75,3.0,31.42,5,9,177.100,0.11,1.998E-04,1.127E-03,6.4E-08,1.3E-06
47,75,3.0,31.42,5,10,124.667,0.09,2.525E-04,7.935E-04,6.4E-08,8.0E-07
47,75,3.0,31.42,5,11,85.797,0.14,3.198E-04,5.461E-04,6.4E-08,8.5E-07
47,75,3.0,31.42,5,12,58.373,0.17,4.055E-04,3.716E-04,6.4E-08,6.8E-07
47,75,3.0,31.42,5,13,40.027,0.31,5.148E-04,2.548E-04,6.4E-08,8.6E-07
47,75,3.0,31.42,5,14,28.030,0.26,6.543E-04,1.784E-04,6.4E-08,5.3E-07
47,75,3.0,31.42,5,15,20.230,0.22,8.323E-04,1.288E-04,6.4E-08,3.5E-07
47,75,3.0,31.42,5,16,14.940,0.29,1.059E-03,9.510E-05,6.4E-08,3.4E-07
47,75,3.0,31.42,5,17,11.187,0.33,1.349E-03,7.121E-05,6.4E-08,3.0E-07
47,75,3.0,31.42,5,18,8.443,0.20,1.719E-03,5.374E-05,6.4E-08,1.7E-07
47,75,3.0,31.42,5,19,6.345,0.53,2.190E-03,4.039E-05,6.4E-08,2.8E-07
47,75,3.0,31.42,5,20,4.736,0.50,2.792E-03,3.015E-05,6.4E-08,2.1E-07
47,30,3.0,31.42,5,1,514.567,0.27,8.813E-05,3.275E-03,6.4E-08,9.0E-06
47,30,3.0,31.42,5,2,413.467,0.17,1.069E-04,2.632E-03,6.4E-08,4.5E-06
47,30,3.0,31.42,5,3,323.767,0.28,1.313E-04,2.061E-03,6.4E-08,5.8E-06
47,30,3.0,31.42,5,4,248.467,0.24,1.619E-04,1.582E-03,6.4E-08,3.9E-06
47,30,3.0,31.42,5,5,185.933,0.24,2.006E-04,1.184E-03,6.4E-08,2.9E-06
47,30,3.0,31.42,5,6,135.033,0.26,2.506E-04,8.595E-04,6.4E-08,2.3E-06
47,30,3.0,31.42,5,7,96.423,0.34,3.144E-04,6.138E-04,6.4E-08,2.2E-06
47,30,3.0,31.42,5,8,68.263,0.31,3.956E-04,4.345E-04,6.4E-08,1.4E-06
47,30,3.0,31.42,5,9,49.017,0.26,4.994E-04,3.120E-04,6.4E-08,8.7E-07
47,30,3.0,31.42,5,10,36.183,0.30,6.313E-04,2.303E-04,6.4E-08,7.7E-07
